file	EN	PL	reason
DagoniteEmpire/Pages/Components/BattleStatsComponent.razor	<label>Skill (@Weapons[EquippedItems.WeaponMain1].RelatedSkill): </label>	<label>Umiejętność (@Weapons[EquippedItems.WeaponMain1].RelatedSkill): </label>	unresolved line
DagoniteEmpire/Pages/Components/BattleStatsComponent.razor	<label>Skill (@Weapons[EquippedItems.WeaponOff1].RelatedSkill): </label>	<label>Umiejętność (@Weapons[EquippedItems.WeaponOff1].RelatedSkill): </label>	unresolved line
DagoniteEmpire/Pages/Components/BattleStatsComponent.razor	<label>Skill (@Weapons[EquippedItems.WeaponMain2].RelatedSkill): </label>	<label>Umiejętność (@Weapons[EquippedItems.WeaponMain2].RelatedSkill): </label>	unresolved line
DagoniteEmpire/Pages/Components/BattleStatsComponent.razor	<label>Skill (@Weapons[EquippedItems.WeaponOff2].RelatedSkill): </label>	<label>Umiejętność (@Weapons[EquippedItems.WeaponOff2].RelatedSkill): </label>	unresolved line
DagoniteEmpire/Pages/Components/EquipmentComponent.razor	Are you sure you want to delete {slot.Equipment.Name}?	Czy na pewno chcesz usunąć {slot.Equipment.Name}?	interpolation/format
DagoniteEmpire/Pages/Components/LanguagesComponent.razor	<span>Known: @AllParams.GetUsedLanguageSlots() / @AllParams.GetMaxLanguageSlots()</span>	<span>Znane: @AllParams.GetUsedLanguageSlots() / @AllParams.GetMaxLanguageSlots()</span>	unresolved line
DagoniteEmpire/Pages/Components/PanelCharacterComponent.razor	{turns} turns left	pozostało tur: {turns}	interpolation/format
DagoniteEmpire/Pages/Components/PanelCharacterComponent.razor	Declare for {characterName}?	Zadeklarować dla {characterName}?	interpolation/format
DagoniteEmpire/Pages/Components/PanelCharacterComponent.razor	End turn for {participantName}?	Zakończyć turę dla {participantName}?	interpolation/format
DagoniteEmpire/Pages/Components/PanelCharacterComponent.razor	Half action for {participantName}?	Pół akcji dla {participantName}?	interpolation/format
DagoniteEmpire/Pages/Components/SpecialSkillsComponent.razor	Are you sure you want to delete {newSkill.Name}?	Czy na pewno chcesz usunąć {newSkill.Name}?	interpolation/format
DagoniteEmpire/Pages/Dialogs/AddBaronyResourcesPostDialog.razor	<PpbVectorEditor @bind-Value="_ppbDelta" Title="Resources (Food, Loyalty, Production, ...)" UseEnglishLabels="true" />	<PpbVectorEditor @bind-Value="_ppbDelta" Title="Zasoby (Wyżywienie, Lojalność, Produkcja, ...)" />	unresolved line
DagoniteEmpire/Pages/Dialogs/AddStatusDialog.razor	{SelectedTrait.Name} added to:{SelectedCharacterName}	{SelectedTrait.Name} dodano do: {SelectedCharacterName}	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	 (by {Encode(e.CausedBy)})	 (od {Encode(e.CausedBy)})	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	{target} received {description}{causedBy}	{target} otrzymał {description}{causedBy}	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	{target} became unconscious{causedBy}	{target} stracił przytomność{causedBy}	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	{target} died{causedBy}	{target} zginął{causedBy}	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	{target} — pain resistance test (Bleeding): {description}	{target} — test odporności na ból (Krwawienie): {description}	interpolation/format
DagoniteEmpire/Pages/Dialogs/BattleLogDialog.razor	{target} gained {description}{causedBy}	{target} zyskał {description}{causedBy}	interpolation/format
DagoniteEmpire/Pages/Dialogs/CharDescriptionDialog.razor	<p>Here write a description of your character</p>	<p>Tutaj wpisz opis swojej postaci</p>	non-texty literal
DagoniteEmpire/Pages/Dialogs/CharDescriptionDialog.razor	<p>Here write a description of your character</p>	<p>Tutaj wpisz opis swojej postaci</p>	non-texty literal
DagoniteEmpire/Pages/Dialogs/CreateCampaignDialog.razor	@Title Campaign	@Title kampanię	unresolved line
DagoniteEmpire/Pages/Dialogs/CreateChapterDialog.razor	@Title Chapter	@Title rozdział	unresolved line
DagoniteEmpire/Pages/Dialogs/CreateEquipmentSlotDialog.razor	custom {source.Name.ToLowerInvariant()}	własny {source.Name.ToLowerInvariant()}	interpolation/format
DagoniteEmpire/Pages/Dialogs/CreateMobDialog.razor	@Title mob character	@Title — postać moba	unresolved line
DagoniteEmpire/Pages/Dialogs/CreateMobDialog.razor	<MudText>Current status: @NewMob.States</MudText>	<MudText>Bieżący stan: @NewMob.States</MudText>	unresolved line
DagoniteEmpire/Pages/Dialogs/CreateWoundDialog.razor	@Title Wound	@Title Rana	unresolved line
DagoniteEmpire/Pages/Dialogs/ExistingMobsDialog.razor	@Title mob characters	@Title — postacie mobów	unresolved line
DagoniteEmpire/Pages/Dialogs/ExistingMobsDialog.razor	<PropertyColumn HeaderStyle="font-weight:bold; padding:4px 4px 4px 12px;" CellStyle="padding:4px 4px 4px 12px;;" Property="x => x.Name" />	<PropertyColumn HeaderStyle="font-weight:bold; padding:4px 4px 4px 12px;" CellStyle="padding:4px 4px 4px 12px;;" Property="x => x.Name" Title="Nazwa" />	unresolved line
DagoniteEmpire/Pages/Dialogs/ExistingTraitDialog.razor	HeaderName = "Add " + TraitName + "s " + "from existing";	HeaderName = "Dodaj " + TraitName + " z istniejących";	unresolved line
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	{RichText.BoldText(RollerName)} is making an {SD.GetDifficultyName(DifficultyValue)} {RichText.BoldText(rollerSkill.Name)} skill check	{RichText.BoldText(RollerName)} wykonuje sprawdzian umiejętności {RichText.BoldText(rollerSkill.Name)} o trudności {SD.GetDifficultyName(DifficultyValue)}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	{RollerName} skill value: {sumOfAll}	Wartość umiejętności {RollerName}: {sumOfAll}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	Bonus from {item.First}: {item.Second}	Bonus od {item.First}: {item.Second}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	Difficulty level: {DifficultyValue}	Poziom trudności: {DifficultyValue}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	{RichText.BoldText(RollerName)} is making an opposite {rollerSkill.Name} skill check vs. {RichText.BoldText(DefenderName)} {defenderSkill.Name} skill	{RichText.BoldText(RollerName)} wykonuje przeciwstawny sprawdzian umiejętności {rollerSkill.Name} przeciwko umiejętności {defenderSkill.Name} postaci {RichText.BoldText(DefenderName)}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	{RollerName} skill value: {rollerSkill.Value}	Wartość umiejętności {RollerName}: {rollerSkill.Value}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	Bonus from {item.First}: {item.Second}	Bonus od {item.First}: {item.Second}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	{DefenderName} skill value: {defenderSkill.Value}	Wartość umiejętności {DefenderName}: {defenderSkill.Value}	interpolation/format
DagoniteEmpire/Pages/Dialogs/MakeSkillRollDialog.razor	Bonus from {item.First}: {item.Second}	Bonus od {item.First}: {item.Second}	interpolation/format
DagoniteEmpire/Pages/Dialogs/WealthRecordsDialog.razor	<PropertyColumn Property="x => x.Description" />	<PropertyColumn Property="x => x.Description" Title="Opis" />	unresolved line
DagoniteEmpire/Pages/Dialogs/WealthRecordsDialog.razor	<PropertyColumn Property="x => x.Imperials" />	<PropertyColumn Property="x => x.Imperials" Title="Imperiale" />	unresolved line
DagoniteEmpire/Pages/Dialogs/WealthRecordsDialog.razor	<PropertyColumn Property="x => x.Talars" />	<PropertyColumn Property="x => x.Talars" Title="Talary" />	unresolved line
DagoniteEmpire/Pages/Dialogs/WealthRecordsDialog.razor	<PropertyColumn Property="x => x.Hellers" />	<PropertyColumn Property="x => x.Hellers" Title="Halerze" />	unresolved line
DagoniteEmpire/Pages/Dialogs/WealthRecordsDialog.razor	<PropertyColumn Property="x => x.Coppers" />	<PropertyColumn Property="x => x.Coppers" Title="Miedziaki" />	unresolved line
DagoniteEmpire/Pages/GameMaster/CreateBaronyDialog.razor	Barony \"{barony.Name}\" created (with campaign).	Utworzono baronię \"{barony.Name}\" (wraz z kampanią).	interpolation/format
DagoniteEmpire/Program.cs		            .AddErrorDescriber<DagoniteEmpire.Account.PolishIdentityErrorDescriber>()	unbalanced hunk
DagoniteEmpire/Service/DbInitializer.cs	Large stationary shield. −2 to fight tests; can provide full cover in some situations	Duża, stacjonarna tarcza. −2 do testów walki; w niektórych sytuacjach może zapewnić pełną osłonę	non-texty literal
DagoniteEmpire/Shared/_DeleteConfirmation.razor	Are you sure you want to delete @DeletingComponentName?	Czy na pewno usunąć @DeletingComponentName?	unresolved line
DagoniteEmpire/Shared/_LeavePage.razor	Changes to @ComponentDescription will not be saved	Zmiany w @ComponentDescription nie zostaną zapisane	unresolved line
docs/barony/commander-skill-tree.json	When attacked from the side: Exposure bonus against this unit is −0.5 (min 0).	Przy ataku od boku: premia Ekspozycji przeciw temu oddziałowi jest −0,5 (min. 0).	non-texty literal
docs/barony/commander-skill-tree.json	May form Testudo: Exposure from side and front-corner lowered by 0.5; Move −1 while formed.	Może uformować Testudo: Ekspozycja od boku i narożnika przedniego obniżona o 0,5; Ruch −1 w formacji.	non-texty literal
docs/barony/commander-skill-tree.json	Shot range Attack penalty is −1 per tile instead of −2.	Kara Ataku za zasięg strzału to −1 na pole zamiast −2.	non-texty literal
(conflict)	s	i	multiple PL for same EN
(conflict)	s	osoby	multiple PL for same EN
(conflict)	s	ów	multiple PL for same EN
(conflict)	s	listów	multiple PL for same EN
(conflict)	s	wymiany	multiple PL for same EN
(conflict)	s	y	multiple PL for same EN
(conflict)	s	tur	multiple PL for same EN
(conflict)	s	owie	multiple PL for same EN
(conflict)	s	towary	multiple PL for same EN
(conflict)	s	projekty	multiple PL for same EN
(conflict)	s	wątków	multiple PL for same EN
(conflict)	Loading...	Wczytywanie...	multiple PL for same EN
(conflict)	Loading...	Ładowanie...	multiple PL for same EN
(conflict)	Gold	Złoto	multiple PL for same EN
(conflict)	Gold	Złoty	multiple PL for same EN
(conflict)	Edit	Zapisz	multiple PL for same EN
(conflict)	Edit	Edytuj	multiple PL for same EN
(conflict)	Unassigned	Nieprzypisany	multiple PL for same EN
(conflict)	Unassigned	Nieobsadzony	multiple PL for same EN
(conflict)	Σ section	Σ sekcji	multiple PL for same EN
(conflict)	Σ section	Σ sekcja	multiple PL for same EN
(conflict)	Dismiss	Oddal	multiple PL for same EN
(conflict)	Dismiss	Odrzuć	multiple PL for same EN
(conflict)	Fear	Postrach	multiple PL for same EN
(conflict)	Fear	Strach	multiple PL for same EN
(conflict)	Add one above.	Dodaj jeden powyżej.	multiple PL for same EN
(conflict)	Add one above.	Dodaj powyżej.	multiple PL for same EN
(conflict)	Add one above.	Dodaj jedną powyżej.	multiple PL for same EN
(conflict)	Σ total influence	Σ łączny wpływ	multiple PL for same EN
(conflict)	Σ total influence	Σ całkowity wpływ	multiple PL for same EN
(conflict)	Add Bonus Source	Dodaj źródło bonusu	multiple PL for same EN
(conflict)	Add Bonus Source	Dodaj źródło premii	multiple PL for same EN
(conflict)	Edit Bonus Source	Edytuj źródło premii	multiple PL for same EN
(conflict)	Edit Bonus Source	Edytuj źródło bonusu	multiple PL for same EN
(conflict)	Bonus source saved.	Zapisano źródło premii.	multiple PL for same EN
(conflict)	Bonus source saved.	Zapisano źródło bonusu.	multiple PL for same EN
(conflict)	Bonus source removed.	Usunięto źródło premii.	multiple PL for same EN
(conflict)	Bonus source removed.	Usunięto źródło bonusu.	multiple PL for same EN
(conflict)	Optional. Shown on hover over the source in the table.	Opcjonalne. Wyświetlane po najechaniu na źródło w tabeli.	multiple PL for same EN
(conflict)	Optional. Shown on hover over the source in the table.	Opcjonalnie. Wyświetlany po najechaniu na źródło w tabeli.	multiple PL for same EN
(conflict)	Difficult	Trudny teren	multiple PL for same EN
(conflict)	Difficult	Trudny	multiple PL for same EN
(conflict)	Deploy	Rozmieszczenie	multiple PL for same EN
(conflict)	Deploy	Rozstaw	multiple PL for same EN
(conflict)	Dmg	Zadane	multiple PL for same EN
(conflict)	Dmg	Otrzymane	multiple PL for same EN
(conflict)	Battle XP summary	Podsumowanie XP bitwy	multiple PL for same EN
(conflict)	Battle XP summary	Podsumowanie XP z bitwy	multiple PL for same EN
(conflict)	Edit catalog entry	Edytuj pozycję katalogu	multiple PL for same EN
(conflict)	Edit catalog entry	Edytuj wpis katalogu	multiple PL for same EN
(conflict)	Locked	Zablokowane	multiple PL for same EN
(conflict)	Locked	Zablokowano	multiple PL for same EN
(conflict)	Commander XP pool	Pula doświadczenia dowódcy	multiple PL for same EN
(conflict)	Commander XP pool	Pula PD dowódcy	multiple PL for same EN
(conflict)	source names show on hover and here.	nazwy źródeł widoczne są po najechaniu i tutaj.	multiple PL for same EN
(conflict)	source names show on hover and here.	nazwy źródeł widać po najechaniu i tutaj.	multiple PL for same EN
(conflict)	source names show on hover and here.	nazwy źródeł widoczne po najechaniu i tutaj.	multiple PL for same EN
(conflict)	Lordship	Władza	multiple PL for same EN
(conflict)	Lordship	Godność	multiple PL for same EN
(conflict)	Gold cost	Koszt złota	multiple PL for same EN
(conflict)	Gold cost	Koszt w złocie	multiple PL for same EN
(conflict)	PPB additive (+)	PPB dodawanie (+)	multiple PL for same EN
(conflict)	PPB additive (+)	PPB addytywne (+)	multiple PL for same EN
(conflict)	PPB additive (+)	PPB dodawane (+)	multiple PL for same EN
(conflict)	PPB additive (+)	PPB dodatkowe (+)	multiple PL for same EN
(conflict)	New catalog entry	Nowy wpis katalogu	multiple PL for same EN
(conflict)	New catalog entry	Nowa pozycja katalogu	multiple PL for same EN
(conflict)	Optional description shown on name hover.	Opcjonalny opis wyświetlany po najechaniu na nazwę.	multiple PL for same EN
(conflict)	Optional description shown on name hover.	Opcjonalny opis pokazywany po najechaniu na nazwę.	multiple PL for same EN
(conflict)	Optional description shown on name hover.	Opcjonalny opis widoczny po najechaniu na nazwę.	multiple PL for same EN
(conflict)	Prestige / Honor / Fear	Prestiż / Honor / Postrach	multiple PL for same EN
(conflict)	Prestige / Honor / Fear	Prestiż / Honor / Strach	multiple PL for same EN
(conflict)	Active	Aktywna	multiple PL for same EN
(conflict)	Active	Aktywny	multiple PL for same EN
(conflict)	Enter a name.	Wprowadź nazwę.	multiple PL for same EN
(conflict)	Enter a name.	Podaj nazwę.	multiple PL for same EN
(conflict)	Other	Inne	multiple PL for same EN
(conflict)	Other	Inny	multiple PL for same EN
(conflict)	Σ total	Σ razem	multiple PL for same EN
(conflict)	Σ total	Σ suma	multiple PL for same EN
(conflict)	Resource allocation	Alokacja zasobów	multiple PL for same EN
(conflict)	Resource allocation	Przydział zasobów	multiple PL for same EN
(conflict)	Outcomes	Wyniki	multiple PL for same EN
(conflict)	Outcomes	Rezultaty	multiple PL for same EN
(conflict)	Resolve	Rozstrzygnij	multiple PL for same EN
(conflict)	Resolve	Rozlicz	multiple PL for same EN
(conflict)	Text	Treść	multiple PL for same EN
(conflict)	Text	Tekst	multiple PL for same EN
(conflict)	PPB percent (%)	PPB procentowe (%)	multiple PL for same EN
(conflict)	PPB percent (%)	PPB procent (%)	multiple PL for same EN
(conflict)	Population (additive)	Populacja (dodatnia)	multiple PL for same EN
(conflict)	Population (additive)	Populacja (dodatek)	multiple PL for same EN
(conflict)	Inactive — excluded from totals.	Nieaktywne — wyłączone z sum.	multiple PL for same EN
(conflict)	Inactive — excluded from totals.	Nieaktywne — wykluczone z sum.	multiple PL for same EN
(conflict)	Edit town	Edytuj miasteczko	multiple PL for same EN
(conflict)	Edit town	Edytuj miasto	multiple PL for same EN
(conflict)	Town PPB is computed from Population.	PPB miasteczka jest obliczane z populacji.	multiple PL for same EN
(conflict)	Town PPB is computed from Population.	PPB miasta jest obliczane z Populacji.	multiple PL for same EN
(conflict)	MG override	Nadpisanie MG	multiple PL for same EN
(conflict)	MG override	korekta MG	multiple PL for same EN
(conflict)	Additive	Addytywne	multiple PL for same EN
(conflict)	Additive	Dodatnie	multiple PL for same EN
(conflict)	Additive	Dodatkowe	multiple PL for same EN
(conflict)	Assign	Przypisz	multiple PL for same EN
(conflict)	Assign	Przydziel	multiple PL for same EN
(conflict)	Pick	Wybierz	multiple PL for same EN
(conflict)	Pick	Wybór	multiple PL for same EN
(conflict)	Gold (gear)	Złoto (ekwipunek)	multiple PL for same EN
(conflict)	Gold (gear)	Złoto (ekwip.)	multiple PL for same EN
(conflict)	Gear	Sprzęt	multiple PL for same EN
(conflict)	Gear	Ekwipunek	multiple PL for same EN
(conflict)	Turn resolved	Tura rozstrzygnięta	multiple PL for same EN
(conflict)	Turn resolved	Tura rozliczona	multiple PL for same EN
(conflict)	Draft	Szkic	multiple PL for same EN
(conflict)	Draft	Wersja robocza	multiple PL for same EN
(conflict)	Editing	Edytowanie	multiple PL for same EN
(conflict)	Editing	Edycja	multiple PL for same EN
(conflict)	Move	Przesuń	multiple PL for same EN
(conflict)	Move	Ruch	multiple PL for same EN
(conflict)	Terrain type	Typ terenu	multiple PL for same EN
(conflict)	Terrain type	Rodzaj terenu	multiple PL for same EN
(conflict)	Unknown	Nieznany	multiple PL for same EN
(conflict)	Unknown	Nieznana	multiple PL for same EN
(conflict)	Character name	Nazwa postaci	multiple PL for same EN
(conflict)	Character name	Imię postaci	multiple PL for same EN
(conflict)	Skill roll	Rzut umiejętności	multiple PL for same EN
(conflict)	Skill roll	Rzut na umiejętność	multiple PL for same EN
(conflict)	Base	Baza	multiple PL for same EN
(conflict)	Base	Baz.	multiple PL for same EN
(conflict)	Tiles	Kafelki	multiple PL for same EN
(conflict)	Tiles	Pola	multiple PL for same EN
(conflict)	Impassable	Nieprzejezdny	multiple PL for same EN
(conflict)	Impassable	Nieprzebyty	multiple PL for same EN
(conflict)	Warning	Uwaga	multiple PL for same EN
(conflict)	Warning	Ostrzeżenie	multiple PL for same EN
(conflict)	Confirm	Zatwierdź	multiple PL for same EN
(conflict)	Confirm	Potwierdź	multiple PL for same EN
(conflict)	Location	Miejsce	multiple PL for same EN
(conflict)	Location	Lokalizacja	multiple PL for same EN
(conflict)	Error while saving:	Błąd zapisu:	multiple PL for same EN
(conflict)	Error while saving:	Błąd podczas zapisywania:	multiple PL for same EN
(conflict)	Current wounds	Bieżące rany	multiple PL for same EN
(conflict)	Current wounds	Obecne rany	multiple PL for same EN
(conflict)	Error while image upload:	Błąd przesyłania obrazu:	multiple PL for same EN
(conflict)	Error while image upload:	Błąd podczas przesyłania obrazu:	multiple PL for same EN
(conflict)	Specify class	Określ klasę	multiple PL for same EN
(conflict)	Specify class	Określ profesję	multiple PL for same EN
(conflict)	Class name	Nazwa klasy	multiple PL for same EN
(conflict)	Class name	Nazwa profesji	multiple PL for same EN
(conflict)	Insert class name	Wpisz nazwę klasy	multiple PL for same EN
(conflict)	Insert class name	Wpisz nazwę profesji	multiple PL for same EN
(conflict)	Class Level	Poziom profesji	multiple PL for same EN
(conflict)	Class Level	Poziom klasy	multiple PL for same EN
(conflict)	Class description	Opis profesji	multiple PL for same EN
(conflict)	Class description	Opis klasy	multiple PL for same EN
(conflict)	Active class skills	Aktywne umiejętności profesji	multiple PL for same EN
(conflict)	Active class skills	Aktywne umiejętności klasy	multiple PL for same EN
(conflict)	Passive class skills	Pasywne umiejętności profesji	multiple PL for same EN
(conflict)	Passive class skills	Pasywne umiejętności klasy	multiple PL for same EN
(conflict)	Create name and description of class	Utwórz nazwę i opis profesji	multiple PL for same EN
(conflict)	Create name and description of class	Utwórz nazwę i opis klasy	multiple PL for same EN
(conflict)	edited	zedytowany	multiple PL for same EN
(conflict)	edited	zedytowano	multiple PL for same EN
(conflict)	added	dodany	multiple PL for same EN
(conflict)	added	dodano	multiple PL for same EN
(conflict)	Select location	Wybierz lokalizację	multiple PL for same EN
(conflict)	Select location	Wybierz lokację	multiple PL for same EN
(conflict)	Add mob	Dodaj przeciwnika	multiple PL for same EN
(conflict)	Add mob	Dodaj moba	multiple PL for same EN
(conflict)	Error while initialize:	Błąd podczas inicjalizacji:	multiple PL for same EN
(conflict)	Error while initialize:	Błąd inicjalizacji:	multiple PL for same EN
(conflict)	Edit mob	Edytuj przeciwnika	multiple PL for same EN
(conflict)	Edit mob	Edytuj moba	multiple PL for same EN
(conflict)	Add bonus	Dodaj premię	multiple PL for same EN
(conflict)	Add bonus	Dodaj bonus	multiple PL for same EN
(conflict)	Roll!	Rzuć!	multiple PL for same EN
(conflict)	Roll!	Rzut!	multiple PL for same EN
(conflict)	Error while selecting Attacker:	Błąd podczas wybierania atakującego:	multiple PL for same EN
(conflict)	Error while selecting Attacker:	Błąd wyboru atakującego:	multiple PL for same EN
(conflict)	Error while selecting Defender:	Błąd podczas wybierania obrońcy:	multiple PL for same EN
(conflict)	Error while selecting Defender:	Błąd wyboru obrońcy:	multiple PL for same EN
(conflict)	skill	umiejętność	multiple PL for same EN
(conflict)	skill	umiejętności	multiple PL for same EN
(conflict)	Error while rolling:	Błąd podczas rzucania:	multiple PL for same EN
(conflict)	Error while rolling:	Błąd rzutu:	multiple PL for same EN
(conflict)	Battle log	Archiwum bitew	multiple PL for same EN
(conflict)	Battle log	Dziennik bitwy	multiple PL for same EN
(conflict)	Failed to load baronies:	Błąd ładowania baronii:	multiple PL for same EN
(conflict)	Failed to load baronies:	Nie udało się załadować baronii:	multiple PL for same EN
(conflict)	Equipment	Ekwipunek	multiple PL for same EN
(conflict)	Equipment	Wyposażenie	multiple PL for same EN
(conflict)	Error while going to latest post:	Błąd przejścia do ostatniego wpisu:	multiple PL for same EN
(conflict)	Error while going to latest post:	Błąd podczas przechodzenia do ostatniego wpisu:	multiple PL for same EN
(conflict)	Select character	Wybierz rozdział	multiple PL for same EN
(conflict)	Select character	Wybierz postać	multiple PL for same EN
